transaction_id,city,transaction_date,card_type,exp_type,gender,amount,year,month,month_name,day,day_name
8133,Bengaluru,2013-11-30,Gold,Entertainment,F,281273,2013,11,November,30,Saturday
8134,Bengaluru,2014-09-14,Platinum,Food,M,212713,2014,9,September,14,Sunday
8135,Bengaluru,2014-06-02,Platinum,Bills,M,156885,2014,6,June,2,Monday
8136,Bengaluru,2014-05-23,Silver,Entertainment,M,20492,2014,5,May,23,Friday
8137,Ahmedabad,2014-04-28,Signature,Entertainment,M,155735,2014,4,April,28,Monday
8138,Delhi,2015-02-14,Signature,Entertainment,M,292649,2015,2,February,14,Saturday
8139,Delhi,2015-04-18,Silver,Fuel,F,61203,2015,4,April,18,Saturday
8140,Delhi,2015-03-27,Silver,Fuel,M,255996,2015,3,March,27,Friday
8141,Greater Mumbai,2014-04-01,Silver,Fuel,F,237960,2014,4,April,1,Tuesday
8142,Ahmedabad,2013-10-12,Silver,Fuel,F,173381,2013,10,October,12,Saturday
8143,Greater Mumbai,2014-08-27,Gold,Entertainment,M,39285,2014,8,August,27,Wednesday
8144,Ahmedabad,2013-12-04,Platinum,Bills,M,86884,2013,12,December,4,Wednesday
8145,Greater Mumbai,2014-06-14,Silver,Entertainment,F,214501,2014,6,June,14,Saturday
8146,Bengaluru,2014-05-30,Platinum,Fuel,F,190698,2014,5,May,30,Friday
8147,Delhi,2013-11-19,Platinum,Fuel,M,175495,2013,11,November,19,Tuesday
8148,Bengaluru,2015-01-30,Platinum,Food,M,14742,2015,1,January,30,Friday
8149,Bengaluru,2014-07-31,Platinum,Bills,M,21893,2014,7,July,31,Thursday
8150,Bengaluru,2014-08-29,Signature,Entertainment,F,271661,2014,8,August,29,Friday
8151,Greater Mumbai,2013-10-30,Platinum,Entertainment,F,78598,2013,10,October,30,Wednesday
8152,Bengaluru,2014-05-01,Silver,Food,F,247136,2014,5,May,1,Thursday
8153,Bengaluru,2015-05-20,Platinum,Bills,M,76488,2015,5,May,20,Wednesday
8154,Ahmedabad,2014-09-07,Silver,Entertainment,M,248673,2014,9,September,7,Sunday
8155,Delhi,2014-09-25,Gold,Bills,F,111203,2014,9,September,25,Thursday
8156,Greater Mumbai,2014-08-22,Gold,Food,M,199881,2014,8,August,22,Friday
8157,Ahmedabad,2015-04-06,Platinum,Bills,M,228771,2015,4,April,6,Monday
8158,Ahmedabad,2014-05-14,Signature,Food,F,33141,2014,5,May,14,Wednesday
8159,Bengaluru,2014-03-14,Gold,Bills,M,229975,2014,3,March,14,Friday
8160,Delhi,2013-10-22,Platinum,Bills,F,282066,2013,10,October,22,Tuesday
8161,Greater Mumbai,2014-05-27,Silver,Grocery,M,193627,2014,5,May,27,Tuesday
8162,Greater Mumbai,2014-08-09,Signature,Fuel,F,114328,2014,8,August,9,Saturday
8163,Bengaluru,2014-02-07,Silver,Food,F,286445,2014,2,February,7,Friday
8164,Bengaluru,2015-01-05,Platinum,Entertainment,F,173458,2015,1,January,5,Monday
8165,Delhi,2014-10-31,Platinum,Food,M,255521,2014,10,October,31,Friday
8166,Ahmedabad,2014-03-20,Gold,Food,F,291906,2014,3,March,20,Thursday
8167,Bengaluru,2015-03-15,Gold,Grocery,M,233954,2015,3,March,15,Sunday
8168,Ahmedabad,2013-11-17,Platinum,Grocery,F,125116,2013,11,November,17,Sunday
8169,Delhi,2014-09-15,Platinum,Grocery,M,91726,2014,9,September,15,Monday
8170,Delhi,2014-06-08,Silver,Bills,M,285512,2014,6,June,8,Sunday
8171,Greater Mumbai,2014-03-28,Silver,Grocery,M,111548,2014,3,March,28,Friday
8172,Bengaluru,2014-09-06,Silver,Entertainment,F,63176,2014,9,September,6,Saturday
8173,Delhi,2014-03-17,Signature,Bills,F,221323,2014,3,March,17,Monday
8174,Greater Mumbai,2014-09-06,Gold,Grocery,M,1099,2014,9,September,6,Saturday
8175,Bengaluru,2014-02-20,Platinum,Grocery,M,57542,2014,2,February,20,Thursday
8176,Ahmedabad,2015-02-20,Gold,Fuel,M,111167,2015,2,February,20,Friday
8177,Bengaluru,2014-07-07,Silver,Bills,M,140505,2014,7,July,7,Monday
8178,Greater Mumbai,2014-03-12,Gold,Bills,F,82010,2014,3,March,12,Wednesday
8179,Ahmedabad,2014-05-03,Silver,Entertainment,M,258219,2014,5,May,3,Saturday
8180,Delhi,2015-02-20,Signature,Food,F,208934,2015,2,February,20,Friday
8181,Delhi,2015-03-02,Signature,Entertainment,F,175947,2015,3,March,2,Monday
8182,Ahmedabad,2015-04-10,Silver,Grocery,M,132026,2015,4,April,10,Friday
8183,Bengaluru,2014-11-06,Silver,Fuel,F,186295,2014,11,November,6,Thursday
8184,Greater Mumbai,2015-05-20,Platinum,Fuel,M,160508,2015,5,May,20,Wednesday
8185,Ahmedabad,2014-11-19,Gold,Grocery,M,268673,2014,11,November,19,Wednesday
8186,Greater Mumbai,2014-10-17,Silver,Grocery,F,203958,2014,10,October,17,Friday
8187,Bengaluru,2014-09-30,Gold,Bills,F,18351,2014,9,September,30,Tuesday
8188,Greater Mumbai,2014-12-31,Platinum,Food,M,162751,2014,12,December,31,Wednesday
8189,Bengaluru,2013-10-13,Silver,Food,M,42507,2013,10,October,13,Sunday
8190,Greater Mumbai,2015-04-22,Gold,Grocery,M,27479,2015,4,April,22,Wednesday
8191,Greater Mumbai,2015-04-07,Platinum,Fuel,M,56482,2015,4,April,7,Tuesday
8192,Ahmedabad,2014-12-25,Platinum,Grocery,M,261396,2014,12,December,25,Thursday
8193,Ahmedabad,2015-02-10,Silver,Fuel,F,194454,2015,2,February,10,Tuesday
8194,Greater Mumbai,2014-12-18,Signature,Fuel,M,93974,2014,12,December,18,Thursday
8195,Greater Mumbai,2014-02-03,Platinum,Entertainment,F,292348,2014,2,February,3,Monday
8196,Delhi,2013-10-26,Signature,Grocery,F,13059,2013,10,October,26,Saturday
8197,Greater Mumbai,2014-04-09,Silver,Entertainment,M,25019,2014,4,April,9,Wednesday
8198,Greater Mumbai,2015-04-09,Signature,Food,F,191561,2015,4,April,9,Thursday
8199,Greater Mumbai,2014-01-09,Signature,Grocery,F,295603,2014,1,January,9,Thursday
8200,Delhi,2013-12-25,Gold,Food,F,80528,2013,12,December,25,Wednesday
8201,Bengaluru,2015-04-17,Signature,Food,F,171901,2015,4,April,17,Friday
8202,Greater Mumbai,2014-07-21,Silver,Bills,M,10663,2014,7,July,21,Monday
8203,Delhi,2015-01-09,Silver,Bills,M,84996,2015,1,January,9,Friday
8204,Greater Mumbai,2014-02-09,Gold,Entertainment,M,65518,2014,2,February,9,Sunday
8205,Greater Mumbai,2015-04-09,Silver,Grocery,M,32713,2015,4,April,9,Thursday
8206,Greater Mumbai,2013-12-17,Platinum,Bills,M,41380,2013,12,December,17,Tuesday
8207,Delhi,2014-03-01,Gold,Fuel,F,265796,2014,3,March,1,Saturday
8208,Ahmedabad,2015-04-25,Gold,Entertainment,F,113587,2015,4,April,25,Saturday
8209,Delhi,2013-11-28,Gold,Entertainment,F,236176,2013,11,November,28,Thursday
8210,Bengaluru,2014-09-02,Signature,Grocery,F,75304,2014,9,September,2,Tuesday
8211,Ahmedabad,2014-05-19,Platinum,Grocery,F,140648,2014,5,May,19,Monday
8212,Delhi,2014-09-07,Silver,Food,F,152317,2014,9,September,7,Sunday
8213,Ahmedabad,2013-12-10,Gold,Fuel,F,160126,2013,12,December,10,Tuesday
8214,Bengaluru,2014-10-03,Signature,Bills,F,163984,2014,10,October,3,Friday
8215,Bengaluru,2014-09-02,Silver,Food,M,66611,2014,9,September,2,Tuesday
8216,Ahmedabad,2015-05-02,Platinum,Entertainment,F,260973,2015,5,May,2,Saturday
8217,Bengaluru,2014-12-12,Platinum,Entertainment,M,130239,2014,12,December,12,Friday
8218,Bengaluru,2015-03-21,Silver,Entertainment,F,177686,2015,3,March,21,Saturday
8219,Ahmedabad,2013-11-08,Gold,Fuel,F,67416,2013,11,November,8,Friday
8220,Greater Mumbai,2015-03-01,Signature,Food,F,54488,2015,3,March,1,Sunday
8221,Bengaluru,2014-10-15,Platinum,Bills,F,21712,2014,10,October,15,Wednesday
8222,Greater Mumbai,2014-06-25,Gold,Grocery,M,270614,2014,6,June,25,Wednesday
8223,Greater Mumbai,2014-03-08,Gold,Entertainment,F,274470,2014,3,March,8,Saturday
8224,Bengaluru,2015-03-27,Silver,Fuel,F,269501,2015,3,March,27,Friday
8225,Bengaluru,2014-08-24,Gold,Entertainment,M,270644,2014,8,August,24,Sunday
8226,Ahmedabad,2014-10-12,Platinum,Grocery,M,138902,2014,10,October,12,Sunday
8227,Greater Mumbai,2014-09-09,Gold,Entertainment,F,46471,2014,9,September,9,Tuesday
8228,Greater Mumbai,2015-04-22,Gold,Entertainment,M,2326,2015,4,April,22,Wednesday
8229,Delhi,2014-10-05,Silver,Food,M,179141,2014,10,October,5,Sunday
8230,Greater Mumbai,2014-05-14,Silver,Food,F,175794,2014,5,May,14,Wednesday
8231,Delhi,2014-05-10,Silver,Entertainment,M,72733,2014,5,May,10,Saturday
8232,Ahmedabad,2015-05-24,Silver,Food,M,296303,2015,5,May,24,Sunday
8233,Ahmedabad,2015-05-17,Signature,Entertainment,F,125449,2015,5,May,17,Sunday
8234,Bengaluru,2015-02-18,Silver,Entertainment,F,185181,2015,2,February,18,Wednesday
8235,Ahmedabad,2014-05-25,Platinum,Bills,M,19058,2014,5,May,25,Sunday
8236,Greater Mumbai,2013-12-07,Platinum,Food,M,123730,2013,12,December,7,Saturday
8237,Greater Mumbai,2014-08-09,Platinum,Bills,M,260469,2014,8,August,9,Saturday
8238,Delhi,2014-07-10,Platinum,Entertainment,F,25973,2014,7,July,10,Thursday
8239,Bengaluru,2015-05-02,Platinum,Entertainment,M,34264,2015,5,May,2,Saturday
8240,Bengaluru,2014-11-16,Silver,Fuel,F,162065,2014,11,November,16,Sunday
8241,Greater Mumbai,2013-11-07,Platinum,Grocery,F,183206,2013,11,November,7,Thursday
8242,Ahmedabad,2014-10-03,Platinum,Grocery,F,121405,2014,10,October,3,Friday
8243,Ahmedabad,2014-05-09,Silver,Food,F,199608,2014,5,May,9,Friday
8244,Greater Mumbai,2015-01-21,Signature,Food,F,86489,2015,1,January,21,Wednesday
8245,Greater Mumbai,2014-03-27,Signature,Entertainment,M,159334,2014,3,March,27,Thursday
8246,Ahmedabad,2015-03-04,Silver,Entertainment,M,183691,2015,3,March,4,Wednesday
8247,Greater Mumbai,2014-03-11,Platinum,Grocery,M,3302,2014,3,March,11,Tuesday
8248,Greater Mumbai,2014-06-21,Signature,Fuel,M,52891,2014,6,June,21,Saturday
8249,Delhi,2014-07-19,Silver,Fuel,M,295960,2014,7,July,19,Saturday
8250,Bengaluru,2014-09-05,Signature,Fuel,F,224350,2014,9,September,5,Friday
8251,Greater Mumbai,2013-10-05,Platinum,Bills,F,286662,2013,10,October,5,Saturday
8252,Ahmedabad,2013-10-27,Signature,Bills,F,92570,2013,10,October,27,Sunday
8253,Greater Mumbai,2014-03-20,Signature,Entertainment,F,282120,2014,3,March,20,Thursday
8254,Bengaluru,2014-01-15,Silver,Food,F,149375,2014,1,January,15,Wednesday
8255,Greater Mumbai,2013-11-18,Platinum,Bills,F,71277,2013,11,November,18,Monday
8256,Bengaluru,2015-01-12,Gold,Bills,M,143959,2015,1,January,12,Monday
8257,Ahmedabad,2014-01-17,Gold,Grocery,M,52745,2014,1,January,17,Friday
8258,Ahmedabad,2014-05-28,Signature,Grocery,M,94398,2014,5,May,28,Wednesday
8259,Ahmedabad,2014-07-06,Platinum,Bills,M,236468,2014,7,July,6,Sunday
8260,Greater Mumbai,2014-01-12,Signature,Grocery,M,195755,2014,1,January,12,Sunday
8261,Delhi,2014-04-29,Platinum,Entertainment,F,49892,2014,4,April,29,Tuesday
8262,Greater Mumbai,2015-02-06,Silver,Fuel,F,200805,2015,2,February,6,Friday
8263,Bengaluru,2013-10-26,Signature,Bills,F,294094,2013,10,October,26,Saturday
8264,Greater Mumbai,2014-02-12,Signature,Grocery,F,236258,2014,2,February,12,Wednesday
8265,Greater Mumbai,2013-10-31,Silver,Entertainment,M,209368,2013,10,October,31,Thursday
8266,Delhi,2013-10-27,Platinum,Bills,M,143840,2013,10,October,27,Sunday
8267,Ahmedabad,2014-03-07,Signature,Entertainment,M,228614,2014,3,March,7,Friday
8268,Greater Mumbai,2013-12-28,Silver,Food,F,127498,2013,12,December,28,Saturday
8269,Ahmedabad,2015-05-13,Gold,Entertainment,F,168414,2015,5,May,13,Wednesday
8270,Greater Mumbai,2014-12-01,Platinum,Entertainment,F,279755,2014,12,December,1,Monday
8271,Delhi,2014-09-26,Signature,Bills,M,136490,2014,9,September,26,Friday
8272,Ahmedabad,2014-08-18,Silver,Grocery,F,193629,2014,8,August,18,Monday
8273,Delhi,2015-05-15,Platinum,Grocery,M,151524,2015,5,May,15,Friday
8274,Bengaluru,2014-01-26,Signature,Food,F,287283,2014,1,January,26,Sunday
8275,Delhi,2014-04-21,Silver,Food,F,58872,2014,4,April,21,Monday
8276,Bengaluru,2014-01-09,Platinum,Entertainment,M,285065,2014,1,January,9,Thursday
8277,Ahmedabad,2013-11-19,Platinum,Entertainment,M,65293,2013,11,November,19,Tuesday
8278,Ahmedabad,2014-12-16,Gold,Fuel,M,135643,2014,12,December,16,Tuesday
8279,Greater Mumbai,2014-04-07,Gold,Bills,M,238035,2014,4,April,7,Monday
8280,Greater Mumbai,2014-10-06,Signature,Fuel,F,201688,2014,10,October,6,Monday
8281,Bengaluru,2014-07-10,Platinum,Bills,M,38614,2014,7,July,10,Thursday
8282,Delhi,2013-10-21,Signature,Grocery,F,185552,2013,10,October,21,Monday
8283,Greater Mumbai,2014-06-03,Gold,Entertainment,F,4861,2014,6,June,3,Tuesday
8284,Delhi,2014-07-22,Gold,Bills,F,80627,2014,7,July,22,Tuesday
8285,Bengaluru,2014-05-02,Silver,Grocery,F,199540,2014,5,May,2,Friday
8286,Greater Mumbai,2015-03-22,Gold,Grocery,F,182699,2015,3,March,22,Sunday
8287,Greater Mumbai,2015-01-15,Silver,Bills,F,271768,2015,1,January,15,Thursday
8288,Delhi,2014-11-22,Gold,Grocery,M,33498,2014,11,November,22,Saturday
8289,Greater Mumbai,2014-08-03,Gold,Bills,F,257914,2014,8,August,3,Sunday
8290,Greater Mumbai,2015-01-04,Platinum,Entertainment,F,272978,2015,1,January,4,Sunday
8291,Delhi,2014-09-05,Platinum,Food,M,56868,2014,9,September,5,Friday
8292,Greater Mumbai,2015-03-27,Silver,Bills,M,286935,2015,3,March,27,Friday
8293,Bengaluru,2015-01-12,Gold,Entertainment,M,1575,2015,1,January,12,Monday
8294,Delhi,2014-09-11,Gold,Entertainment,M,275369,2014,9,September,11,Thursday
8295,Delhi,2014-01-07,Signature,Food,M,108530,2014,1,January,7,Tuesday
8296,Bengaluru,2014-03-27,Gold,Bills,F,10762,2014,3,March,27,Thursday
8297,Bengaluru,2014-02-13,Silver,Bills,F,66715,2014,2,February,13,Thursday
8298,Bengaluru,2014-04-30,Platinum,Fuel,F,244619,2014,4,April,30,Wednesday
8299,Bengaluru,2014-08-28,Platinum,Entertainment,F,155020,2014,8,August,28,Thursday
8300,Ahmedabad,2015-02-23,Silver,Fuel,M,83570,2015,2,February,23,Monday
8301,Bengaluru,2013-11-08,Silver,Food,F,84612,2013,11,November,8,Friday
8302,Delhi,2015-02-04,Platinum,Food,F,60803,2015,2,February,4,Wednesday
8303,Delhi,2013-10-23,Gold,Grocery,M,154800,2013,10,October,23,Wednesday
8304,Delhi,2015-02-23,Gold,Entertainment,F,89171,2015,2,February,23,Monday
8305,Ahmedabad,2014-08-29,Gold,Bills,M,203005,2014,8,August,29,Friday
8306,Greater Mumbai,2014-09-13,Gold,Food,F,21002,2014,9,September,13,Saturday
8307,Greater Mumbai,2014-02-22,Gold,Bills,M,281373,2014,2,February,22,Saturday
8308,Ahmedabad,2014-06-05,Silver,Entertainment,M,61083,2014,6,June,5,Thursday
8309,Ahmedabad,2015-04-29,Platinum,Bills,F,76969,2015,4,April,29,Wednesday
8310,Bengaluru,2014-04-11,Platinum,Food,M,174322,2014,4,April,11,Friday
8311,Ahmedabad,2014-01-17,Signature,Fuel,F,87682,2014,1,January,17,Friday
8312,Ahmedabad,2014-01-11,Silver,Grocery,M,162146,2014,1,January,11,Saturday
8313,Ahmedabad,2014-06-23,Silver,Bills,F,171671,2014,6,June,23,Monday
8314,Ahmedabad,2014-03-23,Platinum,Entertainment,F,132621,2014,3,March,23,Sunday
8315,Ahmedabad,2014-09-19,Silver,Entertainment,F,215258,2014,9,September,19,Friday
8316,Delhi,2015-01-26,Platinum,Grocery,F,14370,2015,1,January,26,Monday
8317,Bengaluru,2014-12-19,Signature,Food,F,193633,2014,12,December,19,Friday
8318,Ahmedabad,2014-12-25,Gold,Fuel,F,143213,2014,12,December,25,Thursday
8319,Greater Mumbai,2014-10-23,Gold,Bills,M,117970,2014,10,October,23,Thursday
8320,Bengaluru,2014-09-08,Gold,Bills,F,67958,2014,9,September,8,Monday
8321,Ahmedabad,2015-04-10,Gold,Entertainment,F,152505,2015,4,April,10,Friday
8322,Bengaluru,2013-11-03,Platinum,Fuel,M,14332,2013,11,November,3,Sunday
8323,Ahmedabad,2014-08-18,Gold,Food,F,297400,2014,8,August,18,Monday
8324,Ahmedabad,2014-11-19,Platinum,Grocery,F,10402,2014,11,November,19,Wednesday
8325,Ahmedabad,2013-11-04,Signature,Fuel,M,222249,2013,11,November,4,Monday
8326,Ahmedabad,2014-11-26,Signature,Bills,F,151721,2014,11,November,26,Wednesday
8327,Ahmedabad,2015-04-03,Silver,Entertainment,M,113635,2015,4,April,3,Friday
8328,Bengaluru,2015-02-01,Gold,Grocery,M,235359,2015,2,February,1,Sunday
8329,Delhi,2014-01-15,Silver,Bills,M,14426,2014,1,January,15,Wednesday
8330,Delhi,2014-08-20,Platinum,Entertainment,M,120261,2014,8,August,20,Wednesday
8331,Delhi,2014-04-30,Silver,Entertainment,F,29568,2014,4,April,30,Wednesday
8332,Bengaluru,2013-10-14,Gold,Food,M,75662,2013,10,October,14,Monday
8333,Delhi,2013-12-24,Signature,Entertainment,M,79715,2013,12,December,24,Tuesday
8334,Delhi,2014-08-21,Platinum,Food,F,287755,2014,8,August,21,Thursday
8335,Ahmedabad,2014-01-28,Platinum,Food,M,19130,2014,1,January,28,Tuesday
8336,Ahmedabad,2013-10-31,Silver,Food,F,58102,2013,10,October,31,Thursday
8337,Delhi,2015-04-23,Platinum,Entertainment,M,196245,2015,4,April,23,Thursday
8338,Greater Mumbai,2014-12-02,Platinum,Fuel,F,152193,2014,12,December,2,Tuesday
8339,Delhi,2014-01-24,Silver,Food,M,48574,2014,1,January,24,Friday
8340,Greater Mumbai,2014-05-18,Platinum,Fuel,F,184435,2014,5,May,18,Sunday
8341,Delhi,2013-10-27,Platinum,Fuel,F,109865,2013,10,October,27,Sunday
8342,Delhi,2015-03-17,Signature,Bills,F,77981,2015,3,March,17,Tuesday
8343,Greater Mumbai,2014-06-06,Silver,Food,F,103684,2014,6,June,6,Friday
8344,Ahmedabad,2014-04-16,Silver,Bills,F,240947,2014,4,April,16,Wednesday
8345,Greater Mumbai,2014-03-13,Platinum,Entertainment,M,249756,2014,3,March,13,Thursday
8346,Ahmedabad,2014-10-19,Platinum,Bills,F,202326,2014,10,October,19,Sunday
8347,Delhi,2013-10-07,Gold,Grocery,F,100142,2013,10,October,7,Monday
8348,Greater Mumbai,2015-01-04,Gold,Grocery,M,75749,2015,1,January,4,Sunday
8349,Bengaluru,2013-12-15,Signature,Entertainment,F,15415,2013,12,December,15,Sunday
8350,Bengaluru,2013-12-12,Silver,Entertainment,M,261459,2013,12,December,12,Thursday
8351,Bengaluru,2014-11-16,Silver,Bills,M,66917,2014,11,November,16,Sunday
8352,Bengaluru,2014-07-09,Gold,Bills,F,25871,2014,7,July,9,Wednesday
8353,Greater Mumbai,2013-11-26,Platinum,Grocery,F,7276,2013,11,November,26,Tuesday
8354,Ahmedabad,2013-11-17,Gold,Bills,F,288315,2013,11,November,17,Sunday
8355,Bengaluru,2015-01-31,Gold,Bills,F,240957,2015,1,January,31,Saturday
8356,Bengaluru,2014-01-21,Signature,Grocery,F,2117,2014,1,January,21,Tuesday
8357,Delhi,2014-03-24,Gold,Food,F,262546,2014,3,March,24,Monday
8358,Delhi,2014-08-22,Gold,Bills,M,127761,2014,8,August,22,Friday
8359,Greater Mumbai,2014-06-25,Platinum,Grocery,M,288150,2014,6,June,25,Wednesday
8360,Greater Mumbai,2015-03-30,Platinum,Entertainment,F,129919,2015,3,March,30,Monday
8361,Ahmedabad,2014-07-01,Signature,Entertainment,F,269609,2014,7,July,1,Tuesday
8362,Greater Mumbai,2014-05-24,Signature,Fuel,M,110978,2014,5,May,24,Saturday
8363,Greater Mumbai,2015-02-14,Gold,Fuel,F,123101,2015,2,February,14,Saturday
8364,Ahmedabad,2014-06-06,Signature,Grocery,M,95556,2014,6,June,6,Friday
8365,Bengaluru,2014-07-14,Gold,Grocery,M,199454,2014,7,July,14,Monday
8366,Delhi,2013-10-04,Gold,Entertainment,M,208425,2013,10,October,4,Friday
8367,Greater Mumbai,2015-02-09,Silver,Grocery,M,185046,2015,2,February,9,Monday
8368,Delhi,2014-05-21,Silver,Grocery,M,209159,2014,5,May,21,Wednesday
8369,Delhi,2014-11-06,Signature,Food,F,242850,2014,11,November,6,Thursday
8370,Bengaluru,2015-02-20,Platinum,Food,F,114475,2015,2,February,20,Friday
8371,Ahmedabad,2014-12-24,Signature,Entertainment,F,172090,2014,12,December,24,Wednesday
8372,Bengaluru,2014-03-30,Platinum,Bills,F,198118,2014,3,March,30,Sunday
8373,Ahmedabad,2014-08-01,Signature,Bills,F,291449,2014,8,August,1,Friday
8374,Delhi,2013-12-13,Platinum,Entertainment,M,278192,2013,12,December,13,Friday
8375,Ahmedabad,2014-04-27,Silver,Fuel,M,111593,2014,4,April,27,Sunday
8376,Greater Mumbai,2014-04-03,Signature,Grocery,M,99902,2014,4,April,3,Thursday
8377,Greater Mumbai,2015-04-28,Platinum,Entertainment,M,42413,2015,4,April,28,Tuesday
8378,Delhi,2014-02-21,Platinum,Fuel,M,154053,2014,2,February,21,Friday
8379,Bengaluru,2014-02-15,Silver,Bills,M,115069,2014,2,February,15,Saturday
8380,Delhi,2015-03-18,Platinum,Grocery,M,288595,2015,3,March,18,Wednesday
8381,Greater Mumbai,2014-07-05,Silver,Entertainment,F,76580,2014,7,July,5,Saturday
8382,Bengaluru,2013-11-08,Platinum,Bills,F,217889,2013,11,November,8,Friday
8383,Bengaluru,2014-01-09,Gold,Entertainment,M,208092,2014,1,January,9,Thursday
8384,Greater Mumbai,2014-12-01,Signature,Fuel,M,197789,2014,12,December,1,Monday
8385,Ahmedabad,2015-02-01,Platinum,Entertainment,F,210414,2015,2,February,1,Sunday
8386,Greater Mumbai,2014-02-24,Silver,Grocery,F,10113,2014,2,February,24,Monday
8387,Ahmedabad,2014-05-29,Silver,Food,F,290443,2014,5,May,29,Thursday
8388,Delhi,2014-12-02,Gold,Fuel,M,185333,2014,12,December,2,Tuesday
8389,Greater Mumbai,2013-11-15,Silver,Entertainment,M,167567,2013,11,November,15,Friday
8390,Bengaluru,2014-12-09,Platinum,Entertainment,M,227104,2014,12,December,9,Tuesday
8391,Ahmedabad,2014-04-25,Signature,Food,M,59837,2014,4,April,25,Friday
8392,Delhi,2014-01-31,Gold,Fuel,F,148931,2014,1,January,31,Friday
8393,Delhi,2014-10-07,Silver,Fuel,F,153183,2014,10,October,7,Tuesday
8394,Ahmedabad,2014-12-07,Signature,Entertainment,M,289358,2014,12,December,7,Sunday
8395,Ahmedabad,2013-11-15,Signature,Entertainment,F,120617,2013,11,November,15,Friday
8396,Ahmedabad,2014-08-20,Platinum,Entertainment,M,27395,2014,8,August,20,Wednesday
8397,Bengaluru,2014-11-06,Gold,Fuel,M,50348,2014,11,November,6,Thursday
8398,Bengaluru,2015-03-02,Silver,Fuel,M,107483,2015,3,March,2,Monday
8399,Delhi,2015-04-09,Gold,Entertainment,F,89508,2015,4,April,9,Thursday
8400,Greater Mumbai,2015-02-13,Silver,Fuel,F,205435,2015,2,February,13,Friday
8401,Bengaluru,2013-12-08,Silver,Food,F,267819,2013,12,December,8,Sunday
8402,Greater Mumbai,2014-12-03,Signature,Entertainment,M,191412,2014,12,December,3,Wednesday
8403,Bengaluru,2013-12-12,Platinum,Fuel,F,206072,2013,12,December,12,Thursday
8404,Delhi,2014-07-28,Gold,Bills,F,86620,2014,7,July,28,Monday
8405,Greater Mumbai,2014-11-06,Signature,Fuel,F,183798,2014,11,November,6,Thursday
8406,Greater Mumbai,2014-10-26,Gold,Bills,M,254167,2014,10,October,26,Sunday
8407,Bengaluru,2014-02-26,Silver,Fuel,F,162179,2014,2,February,26,Wednesday
8408,Bengaluru,2014-02-05,Silver,Bills,M,45312,2014,2,February,5,Wednesday
8409,Bengaluru,2014-12-31,Silver,Bills,M,284625,2014,12,December,31,Wednesday
8410,Delhi,2015-02-10,Platinum,Bills,M,270901,2015,2,February,10,Tuesday
8411,Ahmedabad,2015-05-20,Signature,Entertainment,M,76507,2015,5,May,20,Wednesday
8412,Bengaluru,2014-05-24,Signature,Fuel,F,92872,2014,5,May,24,Saturday
8413,Bengaluru,2015-01-27,Platinum,Food,F,35604,2015,1,January,27,Tuesday
8414,Greater Mumbai,2014-05-19,Silver,Food,M,235611,2014,5,May,19,Monday
8415,Delhi,2015-05-18,Gold,Grocery,F,146198,2015,5,May,18,Monday
8416,Delhi,2015-05-15,Platinum,Fuel,F,125661,2015,5,May,15,Friday
8417,Ahmedabad,2015-04-28,Gold,Food,M,232641,2015,4,April,28,Tuesday
8418,Ahmedabad,2014-02-08,Gold,Entertainment,M,97569,2014,2,February,8,Saturday
8419,Greater Mumbai,2014-04-02,Silver,Food,F,208372,2014,4,April,2,Wednesday
8420,Bengaluru,2014-04-25,Platinum,Bills,M,164133,2014,4,April,25,Friday
8421,Delhi,2014-07-12,Silver,Food,F,13667,2014,7,July,12,Saturday
8422,Bengaluru,2015-04-21,Signature,Food,F,276270,2015,4,April,21,Tuesday
8423,Bengaluru,2013-12-06,Gold,Entertainment,F,212797,2013,12,December,6,Friday
8424,Bengaluru,2015-02-01,Silver,Grocery,M,29585,2015,2,February,1,Sunday
8425,Delhi,2013-10-26,Gold,Grocery,M,269723,2013,10,October,26,Saturday
8426,Ahmedabad,2015-05-06,Signature,Fuel,F,157580,2015,5,May,6,Wednesday
8427,Ahmedabad,2015-04-30,Signature,Entertainment,F,60683,2015,4,April,30,Thursday
8428,Bengaluru,2014-10-28,Silver,Entertainment,M,170233,2014,10,October,28,Tuesday
8429,Delhi,2014-06-16,Silver,Bills,M,189581,2014,6,June,16,Monday
8430,Ahmedabad,2014-11-10,Platinum,Entertainment,M,156338,2014,11,November,10,Monday
8431,Bengaluru,2013-11-05,Gold,Grocery,M,84177,2013,11,November,5,Tuesday
8432,Greater Mumbai,2014-06-14,Signature,Entertainment,M,4113,2014,6,June,14,Saturday
8433,Delhi,2014-07-17,Silver,Grocery,M,44895,2014,7,July,17,Thursday
8434,Ahmedabad,2015-02-20,Platinum,Bills,F,189394,2015,2,February,20,Friday
8435,Bengaluru,2014-01-27,Signature,Grocery,F,179063,2014,1,January,27,Monday
8436,Greater Mumbai,2013-12-11,Silver,Entertainment,M,116484,2013,12,December,11,Wednesday
8437,Delhi,2014-11-19,Platinum,Grocery,M,228570,2014,11,November,19,Wednesday
8438,Greater Mumbai,2013-12-03,Platinum,Bills,M,151988,2013,12,December,3,Tuesday
8439,Greater Mumbai,2014-01-06,Platinum,Entertainment,M,248858,2014,1,January,6,Monday
8440,Ahmedabad,2015-05-19,Silver,Bills,M,252754,2015,5,May,19,Tuesday
